GENE_NAME	PREDICTED_INDISPENSABILITY_SCORE
BEND2	0.00201595866610112
BEX1	0.53917561279198
BEX2	0.66401567983634
BEX4	0.114371359811310
BEX5	0.222555049547571
BGN	0.800905186959344
BHLHB9	0.829033982178968
BMP15	0.222596405756157
BMX	0.98335348925781
RBMX	0.970012941035347
BRCC3	0.237486595939814
BRS3	0.114371359811310
BRWD3	0.693554236789227
BTK	0.9858174189791
IBTK	0.44719951102006
C1GALT1C1	0.800905186959344
CA5B	0.987245268640729
SPACA5B	0.307483654878265
CACNA1F	0.690430200614692
CAPN6	0.164711100688065
CASK	0.800905186959344
CCDC120	0.0644882384056006
CCDC160	0.114371359811310
CCDC22	0.307483654878265
CCNB3	0.53917561279198
CD40LG	0.641962956691694
CD99	0.915734713936532
CD99L2	2.22044604925031e-16
CDK16	0.53917561279198
CDKL5	0.923605867593064
CDR1	0.114371359811310
CDX4	0.000407606874219777
CENPI	0.640230696253711
CETN2	0.800905186959344
CFP	0.662290640343243
CHIC1	0.307483654878265
CHM	0.0770256312747488
CHRDL1	0.114371359811310
CHST7	0.114371359811310
CITED1	0.811378441079418
CLCN4	0.307483654878265
CLCN5	0.307483654878265
CLDN2	0.781199836008485
CLIC2	0.903404741917064
CNGA2	0.131647774279334
CNKSR2	0.973294904543727
COL4A5	0.222410425414322
COL4A6	0.0121455870518063
COX7B	0.819146594292475
CPXCR1	0.000747631960894167
CRLF2	0.754074118064207
CSAG1	0.0852212012316153
CSF2RA	0.820013486587639
CSTF2	0.973294904543727
CT45A1	0.000113018436023977
CT45A2	0.114371359811310
CT45A3	9.03581509459257e-05
CT45A4	0.114371359811310
CT45A5	0.000148827188095730
CT45A6	0.114371359811310
CT47A1	0.114371359811310
CT47A10	0.114371359811310
CT47A11	0.0755914910499743
CT47A12	0.114371359811310
CT47A2	0.114371359811310
CT47A3	0.114371359811310
CT47A4	0.114371359811310
CT47A5	0.114371359811310
CT47A6	0.114371359811310
CT47A7	0.114371359811310
CT47A8	0.114371359811310
CT47A9	0.114371359811310
CT47B1	0.0456221262364105
CTAG1A	0.0120567708218088
CTAG1B	0.0468530323744427
CTAG2	0.00944630525819096
CTPS2	0.845661022776133
CUL4B	0.559117095315337
CXCR3	0.903404741917064
CYBB	0.307483654878265
CYLC1	0.0278182880826860
CYSLTR1	0.158564094786770
DACH2	0.329452448025375
DCAF12L1	0.114371359811310
DCAF12L2	0.114371359811310
DCAF8L1	0.114371359811310
DCX	0.53917561279198
DDX26B	0.750610917475358
DDX3X	0.69433933996011
DDX53	0.47496737715899
DGAT2L6	0.000201849034899036
DHRSX	0.595446618854641
DIAPH2	0.61704216920853
DKC1	0.701562424749735
DLG3	0.703541269239764
DMD	0.577708199607308
GSDMD	0.475271065604567
DMRTC1	0.307483654878265
DMRTC1B	0.307483654878265
DNASE1L1	0.114371359811310
DOCK11	0.253937441829122
DRP2	0.756487498376853
DUSP21	0.53917561279198
DUSP9	0.610578951613963
DYNLT3	0.724220881896343
EBP	0.53917561279198
EDA	0.800905186959344
EDA2R	0.0614949200505665
EFHC2	0.140774024261929
EFNB1	0.861832565886518
EGFL6	0.567005939318756
EIF1AX	0.800905186959344
EIF2S3	0.973294904543727
CELF4	0.731196952393116
ELF4	0.632360773378684
ELK1	0.952759581303371
EMD	0.49260268079557
ENOX2	0.69821666368628
ERAS	0.53917561279198
ERCC6L	0.583248785927311
ESX1	3.66389918586724e-06
HESX1	0.57110339191087
C18ORF8	0.7967150293135
C1QTNF8	0.302462301338115
CHTF8	0.83808165322056
CYP4F8	0.552463271459772
DCAF8	0.781199836008485
DEF8	0.26123822820835
E2F8	0.893876382759406
F8	0.618696845956413
FGF8	0.720219474545877
IGSF8	0.793618227857829
IRF8	0.9905410120357
KLF8	0.53917561279198
MEGF8	0.940155210365075
PHF8	0.183323140626602
PRAMEF8	0.0657663628172644
PRPF8	0.985545866296797
RASSF8	0.192693728117686
RNF8	0.699075059581557
SCAF8	0.114371359811310
SLAMF8	0.184901723428380
SNF8	0.971589353132208
TAF8	0.833363418753392
TNFRSF8	0.894939277556302
TNFSF8	0.673923849648308
ZNF8	0.321844328076776
F8A1	0.751272915161194
F8A2	0.25002882047916
F8A3	0.25002882047916
ARHGEF9	0.538166916936412
C11ORF9	0.893026652171638
C1ORF9	0.336234255960599
C1QTNF9	0.145058647238273
C22ORF9	0.709576624386971
C9ORF9	0.934991425495216
F9	0.696870527160482
FGF9	0.454242647891319
GDF9	0.545587000789896
IGSF9	0.823249865100112
IL1F9	0.655499896817867
IRF9	0.860707285613953
KIF9	0.35686694562718
KLF9	0.95484921665292
MEGF9	0.0549806966265613
NBPF9	0.0349402462011514
PRAMEF9	0.114371359811310
RASSF9	0.590632510567255
SLAMF9	0.0518632429564669
SRSF9	0.53917561279198
TAF9	0.913796382038008
TNFRSF9	0.54511569332322
TNFSF9	0.824138295266208
FAAH2	0.179624672441333
FAM104B	0.307483654878265
FAM120C	0.204581606929849
FAM122B	0.382878070668957
FAM122C	0.00101229631154775
FAM127A	0.114371359811310
FAM127B	0.913796382038008
FAM127C	0.114371359811310
FAM133A	0.114371359811310
FAM155B	0.114371359811310
FAM156A	0.509331341628927
FAM156B	0.114371359811310
FAM199X	0.114371359811310
FAM3A	0.131976515708227
FAM46D	0.207164801417238
FAM47A	0.114371359811310
FAM47B	0.00398759053883814
FAM47C	0.0523909415192047
FAM50A	0.307483654878265
FAM58A	0.800905186959344
FAM9A	0.114371359811310
FAM9B	0.0587754703967756
FAM9C	0.114371359811310
FANCB	0.811326608860039
FATE1	0.707623709313122
FGD1	0.505588737090878
FGF13	0.53917561279198
FGF16	0.307483654878265
FHL1	0.961006088600908
FIGF	0.687385489877105
FLNA	0.97211630750458
FMR1	0.969877460992433
FMR1NB	0.0223417403172510
FOXO4	0.959278299632756
FOXP3	0.803945404770928
FOXR2	0.114371359811310
FRMD7	0.181474271167034
FRMPD3	0.163641611259567
FRMPD4	0.266795685873279
FTHL17	0.114371359811310
FTSJ1	0.53917561279198
FUNDC1	0.114371359811310
FUNDC2	0.886783504315489
G6PD	0.987245268640729
GAB3	0.733699773704677
GABRA3	0.307483654878265
GABRE	0.254135496137074
GABRQ	0.0147317854579952
GAGE1	0.00150663957842219
GAGE10	0.000468244368982334
GAGE12B	0.114371359811310
GAGE12C	5.91694713559249e-06
GAGE12D	5.91694713559249e-06
GAGE12E	5.91694713559249e-06
GAGE12F	1.78177562127879e-05
GAGE12G	1.78177562127879e-05
GAGE12H	1.99247477963571e-06
GAGE12I	1.78177562127879e-05
GAGE12J	2.22044604925031e-16
GAGE13	2.07021487385136e-07
GAGE2A	9.66062398215276e-07
GAGE2B	1.57770417180730e-06
GAGE2C	0.00119269498011248
GAGE2D	2.1386078991914e-06
GAGE2E	1.93754962688893e-05
GAGE4	0.114371359811310
GAGE5	0.53917561279198
GATA1	1
GDI1	0.800905186959344
GDPD2	0.800905186959344
GEMIN8	0.780720294546624
GJB1	0.800905186959344
ADPGK	0.492174554841707
AGK	0.877776186959837
GK	0.150712870378815
NAGK	0.991786434343986
PIGK	0.693563194469495
POGK	0.885278278830454
SGK	0.53917561279198
DAGLA	0.368619644030279
FIGLA	0.0369968714941329
GLA	0.980756580532464
PLGLA	0.0654249718184106
GLOD5	0.114371359811310
GLRA2	0.457262568390367
GLRA4	0.177140208892160
GLUD2	0.960614649360867
GNL3L	0.259225081312905
GPC3	0.892801650313953
GPC4	0.758195965840917
GPKOW	0.781199836008485
GPM6B	0.53917561279198
GPR101	0.206658825515589
GPR119	0.114371359811310
GPR143	0.230516396173655
GPR173	0.128456772492480
GPR174	0.114371359811310
GPR34	0.307483654878265
GPR50	0.000853926310786044
GPR82	0.0684718750714745
GPRASP1	0.611389560003449
GPRASP2	0.00012980134172433
GRIA3	0.652043152999002
GRIPAP1	0.53917561279198
GRPR	0.403581269386237
GSPT2	0.53917561279198
GTPBP6	0.53917561279198
GUCY2F	0.476955396240328
GYG2	0.590954598249044
H2AFB1	0.0193362262737173
H2AFB2	0.0415952847471829
H2AFB3	0.0415952847471829
H2BFM	0.53917561279198
H2BFWT	0.114371359811310
HAUS7	0.577584512417017
HCCS	0.943702008336778
HCFC1	0.833284326593525
HDAC6	0.604327649144521
HDAC8	0.961173626727932
HDHD1	0.114371359811310
HDX	0.774103841113523
HEPH	0.387787340887725
HMGB3	0.307483654878265
HMGN5	0.114371359811310
HNRNPH2	0.86015869959571
HPRT1	0.444622351678855
HS6ST2	0.111397841874892
HSD17B10	0.994540231497465
HSFX1	0.50692213853043
HSFX2	0.114371359811310
HTATSF1	0.72533731140947
HTR2C	0.710114041600612
HUWE1	0.71319840785752
IDH3G	0.810111150632558
IDS	0.0204117483348120
IGBP1	0.310046316136014
IGSF1	0.516947898823811
IKBKG	0.53917561279198
IL13RA1	0.895935309122679
IL13RA2	0.0681653699070386
IL1RAPL1	0.800905186959344
IL1RAPL2	0.114371359811310
IL2RG	0.92733093569223
IL3RA	0.91420572493525
IL9R	0.559731310977565
INE1	0.114371359811310
SERPINE1	0.948067541591564
SERPINE2	0.801774502715498
IQSEC2	0.328387685448800
IRAK1	0.910450190679853
IRS4	0.913796382038008
ITGB1BP2	0.800905186959344
ITIH6	0.114371359811310
ITM2A	0.307483654878265
KCND1	0.307483654878265
KDM5C	0.730394531127657
KDM6A	0.896590640746767
KIAA1210	0.06886606754211
KIAA2022	0.680280487284946
KIF4A	0.736603016920646
KLF8	0.53917561279198
KLHL13	0.968184238255112
KLHL15	0.730748243513423
KLHL34	0.168810012366198
KLHL4	0.0746579339427065
L1CAM	0.84319169958972
LAGE3	0.731196952393116
LAMP2	0.150014247584408
LANCL3	0.232062102980984
LAS1L	0.944415916060938
LDOC1	0.913796382038008
LHFPL1	0.307483654878265
LONRF3	0.0492848859285804
LPAR4	0.649074524258104
LRCH2	0.53917561279198
LUZP4	0.0290389026265284
MAGEA1	0.659526134671084
MAGEA10	0.0191544245737127
MAGEA11	0.156251170907897
MAGEA12	0.945568557151439
MAGEA2	0.160525416671192
MAGEA2B	0.160525416671192
MAGEA3	0.428899896591496
MAGEA4	0.324515033186135
MAGEA6	0.0166754045263453
MAGEA8	0.0713004754286538
MAGEA9	0.305993806308444
MAGEA9B	0.0464069689644854
MAGEB1	0.53917561279198
MAGEB10	0.00621441384095971
MAGEB16	0.0109517150472663
MAGEB17	0.120982629178053
MAGEB18	0.404022119021572
MAGEB2	0.00131935176845851
MAGEB3	0.53917561279198
MAGEB4	0.888638545123002
MAGEB5	0.114371359811310
MAGEB6	0.118951209593337
MAGEC1	0.0486276381483978
MAGEC2	0.00148942772363872
MAGEC3	0.0475054886552363
MAGED1	0.880613297786054
MAGED2	0.787622840489416
MAGED4	0.571630880164091
MAGED4B	0.571630880164091
MAGEE1	0.145058647238273
MAGEE2	0.114371359811310
MAGEH1	0.973294904543727
MAGIX	0.108482360233067
MAGT1	0.644703078509016
MAMLD1	0.0709009753507957
MAOA	0.965067897073855
MAOB	0.97903085732611
MAP3K15	0.563121061153458
MAP7D2	0.161650184224013
MAP7D3	0.0315839837222431
MBNL3	0.613809440872238
MBTPS2	0.843302882684435
MCF2	0.562079131937516
MCTS1	0.53917561279198
MECP2	0.800905186959344
MED12	0.952202106701501
MED14	0.783085415047493
EMID1	0.071306858138669
MID1	0.800905186959344
MID1IP1	0.882980045439432
MID2	0.973294904543727
MMGT1	0.136263586809604
MORC4	0.143013799046363
MORF4L2	0.800905186959344
MOSPD1	0.114371359811310
MOSPD2	0.0922092600266882
MPP1	0.967929053244044
MSL3	0.872068390743199
TMSL3	0.824138295266208
MSN	0.973294904543727
MTCP1	0.913796382038008
CKLF-CMTM1	0.114371359811310
CMTM1	0.175572366516477
MTM1	0.685997068894585
MTMR1	0.469039910910474
MTMR8	0.205920178172432
MTRNR2L10	0.114371359811310
MUM1L1	0.0252643649507521
MXRA5	0.134716780688876
NAA10	0.823667691078508
NAP1L2	0.925089733535703
NAP1L3	0.249654865892763
NAP1L6	0.114371359811310
NDP	0.233723218302457
NDUFA1	0.114371359811310
NDUFB11	0.613220541012006
NGFRAP1	0.53917561279198
NHS	0.0564632680824824
NHSL2	0.116148248021784
NKAP	0.48724880401878
NKRF	0.973294904543727
NLGN3	0.738853043152464
NLGN4X	0.790528308664756
NONO	0.913796382038008
ENOX1	0.971775187581746
NOX1	0.162946188713209
PKNOX1	0.994248250306885
NR0B1	0.78651501739589
NRK	0.0872262696837977
SNRK	0.985551882524545
NSDHL	0.654970207219506
NUDT10	0.114371359811310
NUDT11	0.183537862213987
NUP62CL	0.272880672490443
NXF2	0.236716518254027
NXF2B	0.0217585321185891
NXF3	0.92299927162506
NXF5	0.114371359811310
NXT2	0.612236805200058
NYX	0.282984776068359
OCRL	0.546425902368441
OFD1	0.809628571621052
OGT	0.852538167619923
OPHN1	0.759033683366385
OPN1LW	0.675121992488003
OPN1MW	0.114371359811310
OPN1MW2	0.114371359811310
OR13H1	0.0777026756700928
OTC	0.936950049173916
OTUD5	0.77245036829278
OTUD6A	0.114371359811310
P2RY10	0.114371359811310
P2RY4	0.073552600733151
P2RY8	0.429060503792019
PABPC1L2A	0.53917561279198
PABPC1L2B	0.114371359811310
PABPC5	0.307483654878265
PAGE1	0.114371359811310
PAGE2	0.0168756406191460
PAGE2B	0.000186847992386764
PAGE3	0.0205581808166264
PAGE4	0.53917561279198
PAGE5	0.0101817993793390
PAK3	0.7675683253909
PASD1	0.0346405839522425
PCDH11X	0.100715721322518
PCDH19	0.295903825196376
PCSK1N	0.114371359811310
PCYT1B	0.98415606828301
PDHA1	0.996629550387776
PDK3	0.973294904543727
PDZD11	0.507941756390889
PDZD4	0.0335312951001691
PFKFB1	0.699673835097164
PGAM4	0.572575836514667
PGK1	0.931665876876747
PGRMC1	0.572774608914784
PHEX	0.0861344216291982
PHF6	0.114371359811310
PHF8	0.183323140626602
PHKA1	0.184493020287949
PHKA2	0.625297985524715
PIGA	0.676134268870198
PIM2	0.964385875402507
PIN4	0.903404741917064
SPIN4	0.307483654878265
PIR	0.792038928277755
PJA1	0.53917561279198
PLAC1	0.0123704253545474
PLCXD1	0.114371359811310
APLP1	0.760167731342357
PLP1	0.800905186959344
RPLP1	0.90775207823158
APLP2	0.887424775936624
PLP2	0.474103381275263
RPLP2	0.924673540390155
PLS3	0.729555335782147
PLXNA3	0.238628263352859
PLXNB3	0.878418253629949
PNCK	0.689502464311001
PNMA3	0.53917561279198
PNMA5	0.0246513990147327
PNMA6A	0.53917561279198
PNPLA4	0.317417576576304
POF1B	0.156667441383537
POLA1	0.654307348394184
PORCN	0.237707014085193
POU3F4	0.53917561279198
PPEF1	0.741911155071801
PPP1R3F	0.164498016890443
PPP2R3B	0.731196952393116
PQBP1	0.913796382038008
PRAF2	0.206218345560398
PRDX4	0.243562046738778
PRICKLE3	0.692692679751396
PRKX	0.966124225827265
PRPS1	0.947320456047132
PRPS2	0.966091552447097
PRRG1	0.175153573459305
PRRG3	0.272455641920647
PSMD10	0.53917561279198
PTCHD1	0.238032211149735
RAB33A	0.213471155562987
RAB39B	0.0313680319185893
RAB40A	0.258388477288728
RAB40AL	0.231617116374880
RAB41	0.0934091700755406
RAB9A	0.53917561279198
RAB9B	0.307483654878265
ORAI2	0.955672782148616
RAI2	0.589732909939184
RAP2C	0.114371359811310
RBBP7	0.437077198975846
RBM10	0.686924322165198
RBM3	0.991088670898289
RBM41	0.747428632796357
RBMX	0.970012941035347
RBMX2	0.128832500053425
RBMXL3	0.114371359811310
RENBP	0.983634705493455
REPS2	0.800905186959344
RGAG1	0.0427677875620066
RGAG4	0.53917561279198
NRGN	0.114371359811310
RGN	0.907901775214942
SRGN	0.489324924770306
RHOXF1	0.53917561279198
RHOXF2	4.64743666552731e-10
RHOXF2B	5.12960974598868e-11
RIBC1	0.434200717952093
RIPPLY1	0.114371359811310
RLIM	0.776532484242081
RNF113A	0.53917561279198
RNF128	0.56646126030976
CSRP2	0.973294904543727
DRP2	0.756487498376853
ESRP2	0.137999718156766
FARP2	0.276910836862411
HDGFRP2	0.969183935200587
LARP2	0.472867252892522
LRP2	0.949117271581255
NLRP2	0.826747920793191
NRP2	0.986052740226072
PARP2	0.952496025982611
PGLYRP2	0.127746511409918
RASGRP2	0.895441785749688
RP2	0.568579771571196
SERP2	0.317518287752643
SFRP2	0.993637931337129
XIRP2	0.614844413468304
RPA4	0.913796382038008
RPGR	0.383729843814647
MRPL10	0.986650670382261
RPL10	0.312211526652911
RPL36A	0.781199836008485
MRPL39	0.587053100356482
RPL39	0.222171440062970
RPS4X	0.924673540390155
RPS6KA3	0.573166535384749
RPS6KA6	0.960210654594003
RRAGB	0.781199836008485
CERS1	0.114371359811310
DHRS1	0.99910456050749
FRRS1	0.0629706644184917
IRS1	0.98854098130757
MCRS1	0.948285020353807
RRS1	0.898820358993769
RS1	0.575356037106838
SFRS1	0.7497707959401
S100G	0.114371359811310
SAGE1	0.0146703107795207
SASH3	0.22721216493209
PSAT1	0.97822869472971
SAT1	0.969263405170569
SATL1	0.0180129940069998
SCML1	0.0027654392941723
SCML2	0.48724880401878
SEPT6	0.358325575516095
SERPINA7	0.161700428525622
SH2D1A	0.800905186959344
SH3BGRL	0.800905186959344
SH3KBP1	0.704171577067951
SHOX	0.731196952393116
SHROOM2	0.085811369556884
SHROOM4	0.0584362207735456
SLC10A3	0.114371359811310
SLC16A2	0.187213723247773
SLC25A14	0.47482787847909
SLC25A43	0.114371359811310
SLC25A5	0.53917561279198
SLC25A6	0.919254264145644
SLC35A2	0.666867450397556
SLC38A5	0.265973950644891
SLC6A14	0.254592008395672
SLC6A8	0.221897695321727
SLC7A3	0.0456378772416791
SLC9A6	0.656978648025211
SLC9A7	0.36692737518314
SLITRK2	0.215361966594775
SLITRK4	0.200242842501517
SMARCA1	0.947453257565782
SMC1A	0.987502999305624
SMPX	0.53917561279198
SMS	0.943451226688812
SNORA36A	0.230912229909725
SNORA56	0.230912229909725
SNORA70	0.230912229909725
SNX12	0.575356037106838
SOWAHD	0.114371359811310
SOX3	0.53917561279198
SPACA5	0.307483654878265
SPACA5B	0.307483654878265
SPANXA1	0.0105720616711538
SPANXA2	0.0105720616711538
SPANXB1	0.0258159705113639
SPANXC	0.0440346721776012
SPANXD	0.0424761852369395
SPANXN1	0.114371359811310
SPANXN2	0.0829018172825307
SPANXN3	0.00827320059453001
SPANXN4	0.00993499406031432
SPANXN5	0.114371359811310
SPIN2A	0.0901770949653917
SPIN2B	0.114371359811310
SPIN3	0.307483654878265
SPIN4	0.307483654878265
SPRY3	0.53917561279198
SRPK3	0.256093943319474
SRPX	0.800905186959344
SRPX2	0.0211385684177282
SSR4	0.800905186959344
SSX1	0.53917561279198
SSX2	0.732124405184353
SSX2B	0.0322231976309147
SSX3	0.533123245948714
SSX4	0.913796382038008
SSX4B	0.114371359811310
SSX5	0.53917561279198
SSX6	0.114371359811310
SSX7	0.114371359811310
SSX9	0.114371359811310
STAG2	0.894078573560178
STARD8	0.255264324766728
STS	0.836038376968734
SUV39H1	0.91525995692691
SYAP1	0.148066732983519
NADSYN1	0.986745549602794
SYN1	0.731196952393116
SYP	0.829477079558859
SYTL4	0.524038137218161
SYTL5	0.696689309294077
TAB3	0.86015869959571
BTAF1	0.876009156022293
TAF1	1
TAF7L	0.00159172539222501
TAF9B	0.964276178532901
TAZ	0.896630327833329
TBC1D25	0.549468035742867
TBC1D8B	0.243686847731995
TBL1X	0.942575497021563
TBX22	0.610452879141358
TCEAL1	0.988335963082744
TCEAL2	0.8877512771955
TCEAL3	0.114371359811310
TCEAL4	0.553999128699179
TCEAL5	0.197365285926313
TCEAL6	0.53917561279198
TCEAL7	0.114371359811310
TCEAL8	0.307483654878265
TCEANC	0.781199836008485
TEX11	0.149140191146488
TEX13A	0.0841172660714332
TEX13B	0.114371359811310
TEX28	0.72931192870715
TFDP3	0.00465957953227429
TFE3	0.170478780106384
TGIF2LX	0.00372847101642624
THOC2	0.215361966594775
TIMM17B	0.800905186959344
TIMM8A	0.961006088600908
TIMP1	0.53917561279198
TKTL1	0.000520428022319053
TLR7	0.121862855382789
TLR8	0.962219381075297
TMEM164	0.0169189245374180
TMEM185A	0.114371359811310
TMEM187	0.475325871469211
TMEM27	0.114371359811310
TMEM31	0.307483654878265
TMEM35	0.307483654878265
TMEM47	0.114371359811310
TMLHE	0.879258961690882
TMSB15A	0.114371359811310
TMSB15B	0.114371359811310
TMSB4X	0.824138295266208
TNMD	0.0910041993711128
TRAPPC2	0.824138295266208
TREX2	0.77735515867192
TRMT2B	0.0351255063426079
TRO	0.372534512143761
TRPC5	0.0289119745139688
TSC22D3	0.95638745458566
TSPAN6	0.53917561279198
TSPAN7	0.232989333977337
TSPYL2	0.731196952393116
NTSR2	0.286688739177412
TSR2	0.731196952393116
TXLNG	0.53917561279198
UBA1	0.821598460111633
UBE2A	0.973294904543727
UBE2DNL	0.53917561279198
UBE2NL	0.0358110876438063
UBL4A	0.53917561279198
UBQLN2	0.741242662958624
UPF3B	0.401402433694178
UPRT	0.96984987253591
DUSP11	0.970012941035347
USP11	0.594325812667069
DUSP26	0.837923588113137
USP26	0.161110213840899
USP27X	0.53917561279198
USP51	0.114371359811310
USP9X	0.70162325273533
UTP14A	0.601574317964572
UXT	0.53917561279198
VAMP7	0.353494026560033
VBP1	0.781199836008485
VCX	0.00319457810587827
VCX2	0.0522435589586322
VCX3A	0.0500244858811062
VCX3B	0.00683437912341085
VGLL1	0.936548768944497
VMA21	0.307483654878265
VSIG1	0.114371359811310
VSIG4	0.151204295247705
WAS	0.53917561279198
WBP5	0.53917561279198
WDR13	0.180377959564207
WDR44	0.502488735566698
WDR45	0.924673540390155
WNK3	0.0876051775616283
WWC3	0.186445418235984
XAGE1B	0.00221803074027933
XAGE1E	0.114371359811310
XAGE2	0.53917561279198
XAGE3	0.174573862144709
XAGE5	0.0526114537920137
XG	0.730271269616902
XIAP	0.834392252786822
XIST	0.731196952393116
PDXK	0.996031582707236
PXK	0.988015373387795
TXK	0.583501400413263
XK	0.880633114890782
XKRX	0.307483654878265
XPNPEP2	0.129864268722558
YIPF6	0.903404741917064
YY2	0.114371359811310
ZBED1	0.972099087184934
ZBTB33	1
ZC3H12B	0.114371359811310
ZC4H2	0.800905186959344
ZCCHC12	0.694422358541347
ZCCHC13	0.114371359811310
ZCCHC16	0.0264546134123144
ZCCHC5	0.114371359811310
ZDHHC15	0.208064979212003
ZDHHC9	0.307483654878265
ZFP92	0.53917561279198
ZFX	0.260612738887737
ZIC3	0.53917561279198
ZMAT1	0.0096456516945057
ZMYM3	0.8917872978026
ZNF157	0.149221141410875
ZNF182	0.114371359811310
ZNF185	0.242732405398638
ZNF275	0.114371359811310
ZNF280C	0.0299177199749598
ZNF41	0.31593758722369
ZNF449	0.16199533527909
ZNF630	0.53917561279198
ZNF645	0.0400410697538605
ZNF674	0.00277146434577347
ZNF711	0.697826713162612
ZNF75D	0.00307256608590153
ZNF81	0.887797887480895
ZRSR2	0.143627177108132
ZXDA	0.074744288758318
ZXDB	0.350900758089293
